"","date_value","type","group","value"
"181",2014-06-30,"arrest","violent",33
"182",2014-07-01,"arrest","violent",28
"183",2014-07-02,"arrest","violent",36
"184",2014-07-03,"arrest","violent",35
"185",2014-07-04,"arrest","violent",30
"186",2014-07-05,"arrest","violent",30
"187",2014-07-06,"arrest","violent",26
"188",2014-07-07,"arrest","violent",28
"189",2014-07-08,"arrest","violent",38
"190",2014-07-09,"arrest","violent",41
"191",2014-07-10,"arrest","violent",32
"192",2014-07-11,"arrest","violent",34
"193",2014-07-12,"arrest","violent",16
"194",2014-07-13,"arrest","violent",22
"195",2014-07-14,"arrest","violent",29
"196",2014-07-15,"arrest","violent",33
"197",2014-07-16,"arrest","violent",30
"198",2014-07-17,"arrest","violent",39
"199",2014-07-18,"arrest","violent",41
"200",2014-07-19,"arrest","violent",24
"201",2014-07-20,"arrest","violent",5
"202",2014-07-21,"arrest","violent",39
"203",2014-07-22,"arrest","violent",33
"204",2014-07-23,"arrest","violent",27
"205",2014-07-24,"arrest","violent",39
"206",2014-07-25,"arrest","violent",21
"207",2014-07-26,"arrest","violent",21
"208",2014-07-27,"arrest","violent",40
"209",2014-07-28,"arrest","violent",21
"210",2014-07-29,"arrest","violent",54
"211",2014-07-30,"arrest","violent",44
"212",2014-07-31,"arrest","violent",24
"213",2014-08-01,"arrest","violent",25
"214",2014-08-02,"arrest","violent",24
"215",2014-08-03,"arrest","violent",18
"216",2014-08-04,"arrest","violent",38
"217",2014-08-05,"arrest","violent",37
"218",2014-08-06,"arrest","violent",27
"219",2014-08-07,"arrest","violent",39
"220",2014-08-08,"arrest","violent",35
"221",2014-08-09,"arrest","violent",25
"222",2014-08-10,"arrest","violent",31
"223",2014-08-11,"arrest","violent",30
"224",2014-08-12,"arrest","violent",24
"225",2014-08-13,"arrest","violent",34
"226",2014-08-14,"arrest","violent",35
"227",2014-08-15,"arrest","violent",33
"228",2014-08-16,"arrest","violent",30
"229",2014-08-17,"arrest","violent",26
"230",2014-08-18,"arrest","violent",27
"231",2014-08-19,"arrest","violent",31
"232",2014-08-20,"arrest","violent",37
"233",2014-08-21,"arrest","violent",25
"234",2014-08-22,"arrest","violent",23
"235",2014-08-23,"arrest","violent",20
"236",2014-08-24,"arrest","violent",27
"237",2014-08-25,"arrest","violent",35
"238",2014-08-26,"arrest","violent",44
"239",2014-08-27,"arrest","violent",26
"240",2014-08-28,"arrest","violent",32
"241",2014-08-29,"arrest","violent",21
"242",2014-08-30,"arrest","violent",29
"243",2014-08-31,"arrest","violent",26
"244",2014-09-01,"arrest","violent",31
"245",2014-09-02,"arrest","violent",32
"246",2014-09-03,"arrest","violent",38
"247",2014-09-04,"arrest","violent",35
"248",2014-09-05,"arrest","violent",46
"249",2014-09-06,"arrest","violent",27
"250",2014-09-07,"arrest","violent",25
"251",2014-09-08,"arrest","violent",25
"252",2014-09-09,"arrest","violent",28
"253",2014-09-10,"arrest","violent",35
"254",2014-09-11,"arrest","violent",33
"255",2014-09-12,"arrest","violent",22
"256",2014-09-13,"arrest","violent",26
"257",2014-09-14,"arrest","violent",23
"258",2014-09-15,"arrest","violent",29
"259",2014-09-16,"arrest","violent",29
"260",2014-09-17,"arrest","violent",32
"261",2014-09-18,"arrest","violent",25
"262",2014-09-19,"arrest","violent",41
"263",2014-09-20,"arrest","violent",31
"264",2014-09-21,"arrest","violent",32
"265",2014-09-22,"arrest","violent",30
"266",2014-09-23,"arrest","violent",23
"267",2014-09-24,"arrest","violent",44
"268",2014-09-25,"arrest","violent",27
"269",2014-09-26,"arrest","violent",24
"270",2014-09-27,"arrest","violent",18
"271",2014-09-28,"arrest","violent",13
"272",2014-09-29,"arrest","violent",30
"273",2014-09-30,"arrest","violent",37
"274",2014-10-01,"arrest","violent",38
"275",2014-10-02,"arrest","violent",51
"276",2014-10-03,"arrest","violent",42
"277",2014-10-04,"arrest","violent",19
"278",2014-10-05,"arrest","violent",23
"279",2014-10-06,"arrest","violent",30
"280",2014-10-07,"arrest","violent",27
"281",2014-10-08,"arrest","violent",28
"282",2014-10-09,"arrest","violent",31
"283",2014-10-10,"arrest","violent",42
"284",2014-10-11,"arrest","violent",24
"285",2014-10-12,"arrest","violent",28
"286",2014-10-13,"arrest","violent",31
"287",2014-10-14,"arrest","violent",43
"288",2014-10-15,"arrest","violent",40
"289",2014-10-16,"arrest","violent",48
"290",2014-10-17,"arrest","violent",38
"291",2014-10-18,"arrest","violent",45
"292",2014-10-19,"arrest","violent",13
"293",2014-10-20,"arrest","violent",34
"294",2014-10-21,"arrest","violent",31
"295",2014-10-22,"arrest","violent",28
"296",2014-10-23,"arrest","violent",25
"297",2014-10-24,"arrest","violent",25
"298",2014-10-25,"arrest","violent",30
"299",2014-10-26,"arrest","violent",30
"300",2014-10-27,"arrest","violent",41
"301",2014-10-28,"arrest","violent",31
"302",2014-10-29,"arrest","violent",46
"303",2014-10-30,"arrest","violent",27
"304",2014-10-31,"arrest","violent",29
"305",2014-11-01,"arrest","violent",20
"306",2014-11-02,"arrest","violent",21
"307",2014-11-03,"arrest","violent",20
"308",2014-11-04,"arrest","violent",40
"309",2014-11-05,"arrest","violent",37
"310",2014-11-06,"arrest","violent",31
"311",2014-11-07,"arrest","violent",26
"312",2014-11-08,"arrest","violent",26
"313",2014-11-09,"arrest","violent",31
"314",2014-11-10,"arrest","violent",12
"315",2014-11-11,"arrest","violent",26
"316",2014-11-12,"arrest","violent",38
"317",2014-11-13,"arrest","violent",24
"318",2014-11-14,"arrest","violent",24
"319",2014-11-15,"arrest","violent",23
"320",2014-11-16,"arrest","violent",18
"321",2014-11-17,"arrest","violent",23
"322",2014-11-18,"arrest","violent",23
"323",2014-11-19,"arrest","violent",22
"324",2014-11-20,"arrest","violent",38
"325",2014-11-21,"arrest","violent",28
"326",2014-11-22,"arrest","violent",33
"327",2014-11-23,"arrest","violent",39
"328",2014-11-24,"arrest","violent",30
"329",2014-11-25,"arrest","violent",26
"330",2014-11-26,"arrest","violent",25
"331",2014-11-27,"arrest","violent",12
"332",2014-11-28,"arrest","violent",20
"333",2014-11-29,"arrest","violent",12
"334",2014-11-30,"arrest","violent",20
"335",2014-12-01,"arrest","violent",19
"336",2014-12-02,"arrest","violent",38
"337",2014-12-03,"arrest","violent",21
"338",2014-12-04,"arrest","violent",36
"339",2014-12-05,"arrest","violent",25
"340",2014-12-06,"arrest","violent",28
"341",2014-12-07,"arrest","violent",24
"342",2014-12-08,"arrest","violent",22
"343",2014-12-09,"arrest","violent",23
"344",2014-12-10,"arrest","violent",17
"345",2014-12-11,"arrest","violent",39
"346",2014-12-12,"arrest","violent",22
"347",2014-12-13,"arrest","violent",35
"348",2014-12-14,"arrest","violent",19
"349",2014-12-15,"arrest","violent",36
"350",2014-12-16,"arrest","violent",22
"351",2014-12-17,"arrest","violent",28
"352",2014-12-18,"arrest","violent",27
"353",2014-12-19,"arrest","violent",31
"354",2014-12-20,"arrest","violent",27
"355",2014-12-21,"arrest","violent",28
"356",2014-12-22,"arrest","violent",26
"357",2014-12-23,"arrest","violent",23
"358",2014-12-24,"arrest","violent",22
"359",2014-12-25,"arrest","violent",18
"360",2014-12-26,"arrest","violent",27
"361",2014-12-27,"arrest","violent",22
"362",2014-12-28,"arrest","violent",20
"363",2014-12-29,"arrest","violent",25
"364",2014-12-30,"arrest","violent",23
"365",2014-12-31,"arrest","violent",27
"366",2015-01-01,"arrest","violent",27
"367",2015-01-02,"arrest","violent",20
"368",2015-01-03,"arrest","violent",28
"369",2015-01-04,"arrest","violent",23
"370",2015-01-05,"arrest","violent",26
"371",2015-01-06,"arrest","violent",33
"372",2015-01-07,"arrest","violent",20
"373",2015-01-08,"arrest","violent",22
"374",2015-01-09,"arrest","violent",19
"375",2015-01-10,"arrest","violent",14
"376",2015-01-11,"arrest","violent",11
"377",2015-01-12,"arrest","violent",21
"378",2015-01-13,"arrest","violent",31
"379",2015-01-14,"arrest","violent",19
"380",2015-01-15,"arrest","violent",31
"381",2015-01-16,"arrest","violent",34
"382",2015-01-17,"arrest","violent",20
"383",2015-01-18,"arrest","violent",12
"384",2015-01-19,"arrest","violent",27
"385",2015-01-20,"arrest","violent",33
"386",2015-01-21,"arrest","violent",26
"387",2015-01-22,"arrest","violent",22
"388",2015-01-23,"arrest","violent",30
"389",2015-01-24,"arrest","violent",21
"390",2015-01-25,"arrest","violent",31
"391",2015-01-26,"arrest","violent",41
"392",2015-01-27,"arrest","violent",24
"393",2015-01-28,"arrest","violent",21
"394",2015-01-29,"arrest","violent",29
"395",2015-01-30,"arrest","violent",23
"396",2015-01-31,"arrest","violent",16
"397",2015-02-01,"arrest","violent",16
"398",2015-02-02,"arrest","violent",24
"399",2015-02-03,"arrest","violent",25
"400",2015-02-04,"arrest","violent",26
"401",2015-02-05,"arrest","violent",37
"402",2015-02-06,"arrest","violent",36
"403",2015-02-07,"arrest","violent",36
"404",2015-02-08,"arrest","violent",32
"405",2015-02-09,"arrest","violent",19
"406",2015-02-10,"arrest","violent",18
"407",2015-02-11,"arrest","violent",21
"408",2015-02-12,"arrest","violent",41
"409",2015-02-13,"arrest","violent",24
"410",2015-02-14,"arrest","violent",22
"411",2015-02-15,"arrest","violent",17
"412",2015-02-16,"arrest","violent",22
"413",2015-02-17,"arrest","violent",23
"414",2015-02-18,"arrest","violent",29
"415",2015-02-19,"arrest","violent",30
"416",2015-02-20,"arrest","violent",23
"417",2015-02-21,"arrest","violent",18
"418",2015-02-22,"arrest","violent",15
"419",2015-02-23,"arrest","violent",25
"420",2015-02-24,"arrest","violent",32
"421",2015-02-25,"arrest","violent",31
"422",2015-02-26,"arrest","violent",43
"423",2015-02-27,"arrest","violent",29
"424",2015-02-28,"arrest","violent",28
"425",2015-03-01,"arrest","violent",24
"426",2015-03-02,"arrest","violent",39
"427",2015-03-03,"arrest","violent",26
"428",2015-03-04,"arrest","violent",20
"429",2015-03-05,"arrest","violent",25
"430",2015-03-06,"arrest","violent",15
"431",2015-03-07,"arrest","violent",33
"432",2015-03-08,"arrest","violent",21
"433",2015-03-09,"arrest","violent",32
"434",2015-03-10,"arrest","violent",22
"435",2015-03-11,"arrest","violent",19
"436",2015-03-12,"arrest","violent",25
"437",2015-03-13,"arrest","violent",20
"438",2015-03-14,"arrest","violent",16
"439",2015-03-15,"arrest","violent",33
"440",2015-03-16,"arrest","violent",23
"441",2015-03-17,"arrest","violent",30
"442",2015-03-18,"arrest","violent",37
"443",2015-03-19,"arrest","violent",22
"444",2015-03-20,"arrest","violent",28
"445",2015-03-21,"arrest","violent",18
"446",2015-03-22,"arrest","violent",16
"447",2015-03-23,"arrest","violent",30
"448",2015-03-24,"arrest","violent",31
"449",2015-03-25,"arrest","violent",27
"450",2015-03-26,"arrest","violent",41
"451",2015-03-27,"arrest","violent",28
"452",2015-03-28,"arrest","violent",20
"453",2015-03-29,"arrest","violent",24
"454",2015-03-30,"arrest","violent",29
"455",2015-03-31,"arrest","violent",28
"456",2015-04-01,"arrest","violent",42
"457",2015-04-02,"arrest","violent",50
"458",2015-04-03,"arrest","violent",25
"459",2015-04-04,"arrest","violent",26
"460",2015-04-05,"arrest","violent",33
"461",2015-04-06,"arrest","violent",23
"462",2015-04-07,"arrest","violent",22
"463",2015-04-08,"arrest","violent",37
"464",2015-04-09,"arrest","violent",24
"465",2015-04-10,"arrest","violent",31
"466",2015-04-11,"arrest","violent",37
"467",2015-04-12,"arrest","violent",21
"468",2015-04-13,"arrest","violent",31
"469",2015-04-14,"arrest","violent",17
"470",2015-04-15,"arrest","violent",31
"471",2015-04-16,"arrest","violent",33
"472",2015-04-17,"arrest","violent",39
"473",2015-04-18,"arrest","violent",21
"474",2015-04-19,"arrest","violent",41
"475",2015-04-20,"arrest","violent",29
"476",2015-04-21,"arrest","violent",32
"477",2015-04-22,"arrest","violent",29
"478",2015-04-23,"arrest","violent",26
"479",2015-04-24,"arrest","violent",18
"480",2015-04-25,"arrest","violent",19
"481",2015-04-26,"arrest","violent",21
"482",2015-04-27,"arrest","violent",24
"483",2015-04-28,"arrest","violent",33
"484",2015-04-29,"arrest","violent",42
"485",2015-04-30,"arrest","violent",19
"486",2015-05-01,"arrest","violent",34
"487",2015-05-02,"arrest","violent",14
"488",2015-05-03,"arrest","violent",16
"489",2015-05-04,"arrest","violent",40
"490",2015-05-05,"arrest","violent",42
"491",2015-05-06,"arrest","violent",24
"492",2015-05-07,"arrest","violent",43
"493",2015-05-08,"arrest","violent",19
"494",2015-05-09,"arrest","violent",27
"495",2015-05-10,"arrest","violent",28
"496",2015-05-11,"arrest","violent",42
"497",2015-05-12,"arrest","violent",40
"498",2015-05-13,"arrest","violent",33
"499",2015-05-14,"arrest","violent",38
"500",2015-05-15,"arrest","violent",22
"501",2015-05-16,"arrest","violent",22
"502",2015-05-17,"arrest","violent",18
"503",2015-05-18,"arrest","violent",19
"504",2015-05-19,"arrest","violent",43
"505",2015-05-20,"arrest","violent",40
"506",2015-05-21,"arrest","violent",24
"507",2015-05-22,"arrest","violent",31
"508",2015-05-23,"arrest","violent",30
"509",2015-05-24,"arrest","violent",31
"510",2015-05-25,"arrest","violent",29
"511",2015-05-26,"arrest","violent",37
"512",2015-05-27,"arrest","violent",31
"513",2015-05-28,"arrest","violent",33
"514",2015-05-29,"arrest","violent",45
"515",2015-05-30,"arrest","violent",23
"516",2015-05-31,"arrest","violent",28
"517",2015-06-01,"arrest","violent",33
"518",2015-06-02,"arrest","violent",39
"519",2015-06-03,"arrest","violent",32
"520",2015-06-04,"arrest","violent",41
"521",2015-06-05,"arrest","violent",24
"522",2015-06-06,"arrest","violent",30
"523",2015-06-07,"arrest","violent",30
"524",2015-06-08,"arrest","violent",19
"525",2015-06-09,"arrest","violent",27
"526",2015-06-10,"arrest","violent",59
"527",2015-06-11,"arrest","violent",34
"528",2015-06-12,"arrest","violent",30
"529",2015-06-13,"arrest","violent",23
"530",2015-06-14,"arrest","violent",29
"531",2015-06-15,"arrest","violent",34
"532",2015-06-16,"arrest","violent",33
"533",2015-06-17,"arrest","violent",34
"534",2015-06-18,"arrest","violent",34
"535",2015-06-19,"arrest","violent",38
"536",2015-06-20,"arrest","violent",28
"537",2015-06-21,"arrest","violent",26
"538",2015-06-22,"arrest","violent",40
"539",2015-06-23,"arrest","violent",35
"540",2015-06-24,"arrest","violent",32
"541",2015-06-25,"arrest","violent",28
"542",2015-06-26,"arrest","violent",28
"543",2015-06-27,"arrest","violent",13
"544",2015-06-28,"arrest","violent",22
"545",2015-06-29,"arrest","violent",47
"546",2015-06-30,"arrest","violent",29
"547",2015-07-01,"arrest","violent",21
"548",2015-07-02,"arrest","violent",33
"549",2015-07-03,"arrest","violent",20
"550",2015-07-04,"arrest","violent",23
"551",2015-07-05,"arrest","violent",24
"552",2015-07-06,"arrest","violent",23
"553",2015-07-07,"arrest","violent",29
"554",2015-07-08,"arrest","violent",36
"555",2015-07-09,"arrest","violent",31
"556",2015-07-10,"arrest","violent",22
"557",2015-07-11,"arrest","violent",30
"558",2015-07-12,"arrest","violent",29
"559",2015-07-13,"arrest","violent",27
"560",2015-07-14,"arrest","violent",21
"561",2015-07-15,"arrest","violent",38
"562",2015-07-16,"arrest","violent",33
"563",2015-07-17,"arrest","violent",27
"564",2015-07-18,"arrest","violent",34
"565",2015-07-19,"arrest","violent",21
"566",2015-07-20,"arrest","violent",25
"567",2015-07-21,"arrest","violent",48
"568",2015-07-22,"arrest","violent",46
"569",2015-07-23,"arrest","violent",38
"570",2015-07-24,"arrest","violent",31
"571",2015-07-25,"arrest","violent",24
"572",2015-07-26,"arrest","violent",30
"573",2015-07-27,"arrest","violent",30
"574",2015-07-28,"arrest","violent",40
"575",2015-07-29,"arrest","violent",37
"576",2015-07-30,"arrest","violent",41
"577",2015-07-31,"arrest","violent",35
"578",2015-08-01,"arrest","violent",22
"579",2015-08-02,"arrest","violent",21
"580",2015-08-03,"arrest","violent",24
"581",2015-08-04,"arrest","violent",33
"582",2015-08-05,"arrest","violent",30
"583",2015-08-06,"arrest","violent",26
"584",2015-08-07,"arrest","violent",30
"585",2015-08-08,"arrest","violent",17
"586",2015-08-09,"arrest","violent",19
"587",2015-08-10,"arrest","violent",40
"588",2015-08-11,"arrest","violent",50
"589",2015-08-12,"arrest","violent",29
"590",2015-08-13,"arrest","violent",13
"591",2015-08-14,"arrest","violent",28
"592",2015-08-15,"arrest","violent",19
"593",2015-08-16,"arrest","violent",30
"594",2015-08-17,"arrest","violent",42
"595",2015-08-18,"arrest","violent",25
"596",2015-08-19,"arrest","violent",32
"597",2015-08-20,"arrest","violent",36
"598",2015-08-21,"arrest","violent",30
"599",2015-08-22,"arrest","violent",27
"600",2015-08-23,"arrest","violent",17
"601",2015-08-24,"arrest","violent",32
"602",2015-08-25,"arrest","violent",27
"603",2015-08-26,"arrest","violent",30
"604",2015-08-27,"arrest","violent",31
"605",2015-08-28,"arrest","violent",16
"606",2015-08-29,"arrest","violent",37
"607",2015-08-30,"arrest","violent",26
"608",2015-08-31,"arrest","violent",29
"609",2015-09-01,"arrest","violent",40
"610",2015-09-02,"arrest","violent",40
"611",2015-09-03,"arrest","violent",37
"612",2015-09-04,"arrest","violent",24
"613",2015-09-05,"arrest","violent",25
"614",2015-09-06,"arrest","violent",31
"615",2015-09-07,"arrest","violent",32
"616",2015-09-08,"arrest","violent",26
"617",2015-09-09,"arrest","violent",30
"618",2015-09-10,"arrest","violent",18
"619",2015-09-11,"arrest","violent",37
"620",2015-09-12,"arrest","violent",19
"621",2015-09-13,"arrest","violent",29
"622",2015-09-14,"arrest","violent",27
"623",2015-09-15,"arrest","violent",23
"624",2015-09-16,"arrest","violent",28
"625",2015-09-17,"arrest","violent",34
"626",2015-09-18,"arrest","violent",48
"627",2015-09-19,"arrest","violent",35
"628",2015-09-20,"arrest","violent",23
"629",2015-09-21,"arrest","violent",22
"630",2015-09-22,"arrest","violent",32
"631",2015-09-23,"arrest","violent",23
"632",2015-09-24,"arrest","violent",24
"633",2015-09-25,"arrest","violent",16
"634",2015-09-26,"arrest","violent",27
"635",2015-09-27,"arrest","violent",21
"636",2015-09-28,"arrest","violent",12
"637",2015-09-29,"arrest","violent",23
"638",2015-09-30,"arrest","violent",34
"639",2015-10-01,"arrest","violent",35
"640",2015-10-02,"arrest","violent",16
"641",2015-10-03,"arrest","violent",27
"642",2015-10-04,"arrest","violent",18
"643",2015-10-05,"arrest","violent",39
"644",2015-10-06,"arrest","violent",41
"645",2015-10-07,"arrest","violent",39
"646",2015-10-08,"arrest","violent",25
"647",2015-10-09,"arrest","violent",40
"648",2015-10-10,"arrest","violent",18
"649",2015-10-11,"arrest","violent",26
"650",2015-10-12,"arrest","violent",22
"651",2015-10-13,"arrest","violent",26
"652",2015-10-14,"arrest","violent",30
"653",2015-10-15,"arrest","violent",26
"654",2015-10-16,"arrest","violent",34
"655",2015-10-17,"arrest","violent",22
"656",2015-10-18,"arrest","violent",12
"657",2015-10-19,"arrest","violent",11
"658",2015-10-20,"arrest","violent",19
"659",2015-10-21,"arrest","violent",40
"660",2015-10-22,"arrest","violent",26
"661",2015-10-23,"arrest","violent",22
"662",2015-10-24,"arrest","violent",19
"663",2015-10-25,"arrest","violent",21
"664",2015-10-26,"arrest","violent",26
"665",2015-10-27,"arrest","violent",26
"666",2015-10-28,"arrest","violent",31
"667",2015-10-29,"arrest","violent",32
"668",2015-10-30,"arrest","violent",29
"669",2015-10-31,"arrest","violent",22
"670",2015-11-01,"arrest","violent",21
"671",2015-11-02,"arrest","violent",27
"672",2015-11-03,"arrest","violent",30
"673",2015-11-04,"arrest","violent",32
"674",2015-11-05,"arrest","violent",36
"675",2015-11-06,"arrest","violent",19
"676",2015-11-07,"arrest","violent",27
"677",2015-11-08,"arrest","violent",34
"678",2015-11-09,"arrest","violent",23
"679",2015-11-10,"arrest","violent",27
"680",2015-11-11,"arrest","violent",46
"681",2015-11-12,"arrest","violent",28
"682",2015-11-13,"arrest","violent",34
"683",2015-11-14,"arrest","violent",25
"684",2015-11-15,"arrest","violent",12
"685",2015-11-16,"arrest","violent",30
"686",2015-11-17,"arrest","violent",34
"687",2015-11-18,"arrest","violent",20
"688",2015-11-19,"arrest","violent",31
"689",2015-11-20,"arrest","violent",27
"690",2015-11-21,"arrest","violent",19
"691",2015-11-22,"arrest","violent",17
"692",2015-11-23,"arrest","violent",42
"693",2015-11-24,"arrest","violent",25
"694",2015-11-25,"arrest","violent",17
"695",2015-11-26,"arrest","violent",10
"696",2015-11-27,"arrest","violent",20
"697",2015-11-28,"arrest","violent",21
"698",2015-11-29,"arrest","violent",16
